,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
11,1423517678036160515,1423517678036160515,2021-08-06 05:33:56 UTC,2021-08-06,05:33:56,0,371689435,polreskukar,Polres Kukar,,"Kukar - Dalam rangka memperkuat kekebalan tubuh atau imun terhadap penularan Virus Corona Covid-19, Dinas Kesehatan Kab. Kutai Kartanegara melaksanakan Vaksinasi Covid-19 bertempat di balai pertemuan umum (BPU) desa jembayan, Jum'at (06/08/2021)  . . . #PolresKukar #poldakaltim  https://t.co/qwoIYLWNqZ",in,[],[],['https://pbs.twimg.com/media/E8FZxhZUcAYkqY5.jpg'],0,0,0,"['polreskukar', 'poldakaltim']",[],https://twitter.com/polreskukar/status/1423517678036160515,False,,1,https://pbs.twimg.com/media/E8FZxhZUcAYkqY5.jpg,,,,,,,[],,,,
12,1423278716415733767,1423143376421941255,2021-08-05 13:44:23 UTC,2021-08-05,13:44:23,0,1310265721880887296,mitro_gos,Gos Mitro,,@humas_restuban Ayo kita vaksin untuk menjaga kekebalan tubuh dari penularan Covid-19  #PolriSinergiVaksinasi Disiplin Tegakkan Prokes5M,in,[],[],[],0,0,0,['polrisinergivaksinasi'],[],https://twitter.com/mitro_gos/status/1423278716415733767,False,,0,,,,,,,,"[{'screen_name': 'humas_restuban', 'name': 'Humas Polres Tuban', 'id': '1249964618165805056'}]",,,,
13,1423278555442532359,1423143827850731525,2021-08-05 13:43:45 UTC,2021-08-05,13:43:45,0,1310265721880887296,mitro_gos,Gos Mitro,,@humas_restuban Ayo kita vaksin untuk menjaga kekebalan tubuh dari penularan Covid-19  #PolriSinergiVaksinasi Disiplin Tegakkan Prokes5M,in,[],[],[],0,0,0,['polrisinergivaksinasi'],[],https://twitter.com/mitro_gos/status/1423278555442532359,False,,0,,,,,,,,"[{'screen_name': 'humas_restuban', 'name': 'Humas Polres Tuban', 'id': '1249964618165805056'}]",,,,
14,1423237174892191750,1423102332422828032,2021-08-05 10:59:19 UTC,2021-08-05,10:59:19,0,1110500173556256768,kelieksoedarto,Keliek Soedarto,,@imunk13 @___Mr_J03n4____ @Stevaniehuangg Secara medik....vaksinasi itu u/meminimalisasi penularan yg masif &amp; menjaga kekebalan tubuh kita dr virus...Walaupun begitu...ttp patuhi prokes. Ikhtiar kita...kan patuhi prokes &amp; vaksinasi....InsyaAllah tdk terpapar covid.,in,[],[],[],0,0,0,[],[],https://twitter.com/KeliekSoedarto/status/1423237174892191750,False,,0,,,,,,,,"[{'screen_name': 'imunk13', 'name': 'joko pamungkas', 'id': '618712817'}, {'screen_name': '___Mr_J03n4____', 'name': 'ℳℛ.\xa0ℐ0⃣3⃣ℕ4⃣', 'id': '3281675300'}, {'screen_name': 'Stevaniehuangg', 'name': 'stevanie Huang (Pink)', 'id': '1016528521705881600'}]",,,,
15,1423161413313339392,1423143827850731525,2021-08-05 05:58:16 UTC,2021-08-05,05:58:16,0,1418812601220452352,humasbangilan,Humas Polsek Bangilan,,@humas_restuban Ayo kita vaksin untuk menjaga kekebalan tubuh dari penularan Covid-19  #PolriSinergiVaksinasi Disiplin Tegakkan Prokes5M,in,[],[],[],0,0,0,['polrisinergivaksinasi'],[],https://twitter.com/HumasBangilan/status/1423161413313339392,False,,0,,,,,,,,"[{'screen_name': 'humas_restuban', 'name': 'Humas Polres Tuban', 'id': '1249964618165805056'}]",,,,
16,1423155335016054784,1423155335016054784,2021-08-05 05:34:07 UTC,2021-08-05,05:34:07,0,1043350593912201216,natasya20717913,Natasya,,Ayo kita vaksin untuk menjaga kekebalan tubuh dari penularan Covid-19  #PolriSinergiVaksinasi Disiplin Tegakkan Prokes5M,in,[],[],[],0,0,0,['polrisinergivaksinasi'],[],https://twitter.com/Natasya20717913/status/1423155335016054784,False,https://twitter.com/humas_restuban/status/1423142949932605441,0,,,,,,,,[],,,,
17,1423155283195437057,1423143376421941255,2021-08-05 05:33:55 UTC,2021-08-05,05:33:55,0,1043350593912201216,natasya20717913,Natasya,,@humas_restuban Ayo kita vaksin untuk menjaga kekebalan tubuh dari penularan Covid-19  #PolriSinergiVaksinasi Disiplin Tegakkan Prokes5M,in,[],[],[],0,0,0,['polrisinergivaksinasi'],[],https://twitter.com/Natasya20717913/status/1423155283195437057,False,,0,,,,,,,,"[{'screen_name': 'humas_restuban', 'name': 'Humas Polres Tuban', 'id': '1249964618165805056'}]",,,,
18,1423153766245683202,1423143827850731525,2021-08-05 05:27:53 UTC,2021-08-05,05:27:53,0,1414580547737710593,humasjatirogo,HUMAS JATIROGO,,@humas_restuban Ayo kita vaksin untuk menjaga kekebalan tubuh dari penularan Covid-19  #PolriSinergiVaksinasi Disiplin Tegakkan Prokes5M,in,[],[],[],0,0,0,['polrisinergivaksinasi'],[],https://twitter.com/HumasJatirogo/status/1423153766245683202,False,,0,,,,,,,,"[{'screen_name': 'humas_restuban', 'name': 'Humas Polres Tuban', 'id': '1249964618165805056'}]",,,,
19,1422941533355999236,1422928228969193473,2021-08-04 15:24:33 UTC,2021-08-04,15:24:33,0,1110500173556256768,kelieksoedarto,Keliek Soedarto,,"@positiveconten1 Tujuan vaksinasi itu...meminimalisir penularan covid, mempertahankan kekebalan tubuh, menekan tk penularan yg masif &amp; membuat herd Immunity di komunitas populasi..itu yg sebenarnya...bukan hoax....",in,[],[],[],1,0,0,[],[],https://twitter.com/KeliekSoedarto/status/1422941533355999236,False,,0,,,,,,,,"[{'screen_name': 'positiveconten1', 'name': 'positive_content', 'id': '1095989865475276800'}]",,,,
20,1422747553456541696,1422747553456541696,2021-08-04 02:33:44 UTC,2021-08-04,02:33:44,0,1196963313109721089,bawaslutorut,Humas Bawaslu Toraja Utara,,"#SahabatBawaslu Yuk, terapkan protokol kesehatan 5M untuk mencegah penularan dan penyebaran virus corona di Indonesia. Selain itu, jangan pula lupa untuk selalu meningkatkan sistem kekebalan tubuh agar terhindar dari infeksi COVID-19.   #ProkesUntukKitaSemua #BawasluTorajaUtara  https://t.co/FuDBkhqBAl",in,[],[],['https://pbs.twimg.com/media/E76dP-5VkAMIkrw.jpg'],0,0,0,"['sahabatbawaslu', 'prokesuntukkitasemua', 'bawaslutorajautara']",[],https://twitter.com/BawasluTorut/status/1422747553456541696,False,,1,https://pbs.twimg.com/media/E76dP-5VkAMIkrw.jpg,,,,,,,[],,,,
21,1422375246611378180,1422326123388563485,2021-08-03 01:54:19 UTC,2021-08-03,01:54:19,0,1413879657737248771,rajasegalaraja2,rajasegalaraja,,"@na_dirs LALU MEREKA MENGANJURKAN AGAR ULAMA2 KITA DI SUNTIK KEKEBALAN TUBUH,, PADAHAL ITU VAKSIN VIRUS,, PENULARAN VIRUS2 COVID 19 KEDALAM TUBUH ULAMA2 KITA,,, SETELAH 1/2 HARI VIRUS ITU MULAI BEKERJA DIDALAM TUBUH ULAMA2 KITA,, LALU MEREKA TELAH MENYIAPKAN TEAM MEDIS DR MEREKA ,&amp; MEDIA",in,[],[],[],2,0,0,[],[],https://twitter.com/rajasegalaraja2/status/1422375246611378180,False,,0,,,,,,,,"[{'screen_name': 'na_dirs', 'name': 'Khazanah GNH', 'id': '3895489933'}]",,,,
22,1421392305383034882,1421392305383034882,2021-07-31 08:48:28 UTC,2021-07-31,08:48:28,0,1191979940415246336,bayuscorpions,Bayu Scorpions,,Vaksinasi Covid-19 dapat merangsang sistem kekebalan tubuh hingga mengurangi resiko terjadinya penularan virus Covid-19. #VaksinasiTaatProkes5M Baksos Akpol91 Mengabdi  https://t.co/gCFkfdOUEu,in,[],[],['https://pbs.twimg.com/media/E7nMxLVVEAAW620.jpg'],0,0,1,['vaksinasitaatprokes5m'],[],https://twitter.com/BayuScorpions/status/1421392305383034882,False,,1,https://pbs.twimg.com/media/E7nMxLVVEAAW620.jpg,,,,,,,[],,,,
23,1421337270389518338,1421337270389518338,2021-07-31 05:09:47 UTC,2021-07-31,05:09:47,0,1268744993658728448,polsekbanyak,Polsek Seputih Banyak,,Vaksinasi Covid-19 dapat merangsang sistem kekebalan tubuh hingga mengurangi resiko terjadinya penularan virus Covid-19. #VaksinasiTaatProkes5M Baksos Akpol91 Mengabdi  https://t.co/Lresi0wnCA,in,[],['https://www.instagram.com/p/CR-rN8opnzm/?utm_medium=twitter'],[],0,0,1,['vaksinasitaatprokes5m'],[],https://twitter.com/PolsekBanyak/status/1421337270389518338,False,,0,,,,,,,,[],,,,
24,1421333080481009664,1421333080481009664,2021-07-31 04:53:08 UTC,2021-07-31,04:53:08,0,1269158462396588037,seputihpolsek,Polsek Seputih Raman,,Vaksinasi Covid-19 dapat merangsang sistem kekebalan tubuh hingga mengurangi resiko terjadinya penularan virus Covid-19. #VaksinasiTaatProkes5M Baksos Akpol91 Mengabdi  https://t.co/wCcf3738DS,in,[],[],['https://pbs.twimg.com/media/E7mW4UkVEAUycln.jpg'],0,0,1,['vaksinasitaatprokes5m'],[],https://twitter.com/SeputihPolsek/status/1421333080481009664,False,,1,https://pbs.twimg.com/media/E7mW4UkVEAUycln.jpg,,,,,,,[],,,,
25,1421331926716137475,1421331926716137475,2021-07-31 04:48:33 UTC,2021-07-31,04:48:33,0,1251485267074023425,polsek_tebas86,Polsek Tebas,,Vaksinasi Covid-19 dapat merangsang sistem kekebalan tubuh hingga mengurangi resiko terjadinya penularan virus Covid-19. #VaksinasiTaatProkes5M Baksos Akpol91 Mengabdi  https://t.co/qvKNV953S6,in,[],['https://www.instagram.com/p/CR-oye5nzt1/?utm_medium=twitter'],[],0,0,1,['vaksinasitaatprokes5m'],[],https://twitter.com/Polsek_Tebas86/status/1421331926716137475,False,,0,,,,,,,,[],,,,
26,1421329591642198020,1421329591642198020,2021-07-31 04:39:16 UTC,2021-07-31,04:39:16,0,1269125579841798146,sugihpolsek,HUMAS POLSEK GUNUNG SUGIH,,Vaksinasi Covid-19 dapat merangsang sistem kekebalan tubuh hingga mengurangi resiko terjadinya penularan virus Covid-19. #VaksinasiTaatProkes5M Baksos Akpol91 Mengabdi  https://t.co/bnkxuMVYsx,in,[],[],['https://pbs.twimg.com/media/E7mTuwsUUAEX_08.jpg'],0,0,4,['vaksinasitaatprokes5m'],[],https://twitter.com/SugihPolsek/status/1421329591642198020,False,,1,https://pbs.twimg.com/media/E7mTuwsUUAEX_08.jpg,,,,,,,[],,,,
27,1421318694685208579,1421318694685208579,2021-07-31 03:55:58 UTC,2021-07-31,03:55:58,0,892959357096280068,humasreslamteng,Humas Polres Lampung Tengah,,Vaksinasi Covid-19 dapat merangsang sistem kekebalan tubuh hingga mengurangi resiko terjadinya penularan virus Covid-19. #VaksinasiTaatProkes5M Baksos Akpol91 Mengabdi  https://t.co/Bb2HngFN7v,in,[],[],['https://pbs.twimg.com/media/E7mJz4JUUAAPQ08.jpg'],1,0,3,['vaksinasitaatprokes5m'],[],https://twitter.com/humasreslamteng/status/1421318694685208579,False,,1,https://pbs.twimg.com/media/E7mJz4JUUAAPQ08.jpg,,,,,,,[],,,,
28,1421313864071729164,1421313864071729164,2021-07-31 03:36:46 UTC,2021-07-31,03:36:46,0,1385738739259887616,totokangkung,Totokangkung,,Vaksinasi Covid-19 dapat merangsang sistem kekebalan tubuh hingga mengurangi resiko terjadinya penularan virus Covid-19. #VaksinasiTaatProkes5M Baksos Akpol91 Mengabdi   https://t.co/3Myh4nEVdZ,in,[],[],['https://pbs.twimg.com/media/E7mELBXVgAcjAsz.jpg'],0,0,0,['vaksinasitaatprokes5m'],[],https://twitter.com/totokangkung/status/1421313864071729164,False,,1,https://pbs.twimg.com/media/E7mELBXVgAcjAsz.jpg,,,,,,,[],,,,
29,1421309535675764742,1421309535675764742,2021-07-31 03:19:34 UTC,2021-07-31,03:19:34,0,1389219611338448902,sharatitiek,Shara Titiek,,Vaksinasi Covid-19 dapat merangsang sistem kekebalan tubuh hingga mengurangi resiko terjadinya penularan virus Covid-19. #VaksinasiTaatProkes5M Baksos Akpol91 Mengabdi  https://t.co/kYoNuJ9ZyU,in,[],[],['https://pbs.twimg.com/media/E7mBe4TUYAI8GVn.jpg'],0,0,0,['vaksinasitaatprokes5m'],[],https://twitter.com/SharaTitiek/status/1421309535675764742,False,,1,https://pbs.twimg.com/media/E7mBe4TUYAI8GVn.jpg,,,,,,,[],,,,
30,1421309254049296385,1421309254049296385,2021-07-31 03:18:27 UTC,2021-07-31,03:18:27,0,1288365286245056512,ameyiya9,Ameyiya9,,Vaksinasi Covid-19 dapat merangsang sistem kekebalan tubuh hingga mengurangi resiko terjadinya penularan virus Covid-19. #VaksinasiTaatProkes5M Baksos Akpol91 Mengabdi  https://t.co/UcrikdXNcv,in,[],[],['https://pbs.twimg.com/media/E7mBOsyVcAkCcfe.jpg'],0,0,0,['vaksinasitaatprokes5m'],[],https://twitter.com/ameyiya9/status/1421309254049296385,False,,1,https://pbs.twimg.com/media/E7mBOsyVcAkCcfe.jpg,,,,,,,[],,,,
31,1420941391195099142,1420941391195099142,2021-07-30 02:56:42 UTC,2021-07-30,02:56:42,0,1397853201039118342,keiiimica,kunci,,"Yang belum divaksin yuk segera lakukan karena aman banget kok guys, dan membentuk kekebalan tubuh juga jadi bisa menekan angka penularan covid 19 , ayo kita #SemuaHarusVaksin  https://t.co/dBxcY3G8xM",in,[],[],['https://pbs.twimg.com/media/E7gyqZ5VcAcSw3P.jpg'],0,0,0,['semuaharusvaksin'],[],https://twitter.com/Keiiimica/status/1420941391195099142,False,,1,https://pbs.twimg.com/media/E7gyqZ5VcAcSw3P.jpg,,,,,,,[],,,,
32,1420938279059214336,1420938279059214336,2021-07-30 02:44:20 UTC,2021-07-30,02:44:20,0,1377197675657846786,farrr_2,njun/857,,"ayo segera vaksin, gakperlu takut divaksin karena vaksinasi bertujuan untuk tercapainya herd immunity tubuh yang dapat meningkatkan kekebalan imun tubub dari bahaya penularan covid-19 , ayo kita #SemuaHarusVaksin  https://t.co/8F1RC0hemb",in,[],[],['https://pbs.twimg.com/media/E7gv0ihVEAU-PDb.jpg'],0,0,0,['semuaharusvaksin'],[],https://twitter.com/farrr_2/status/1420938279059214336,False,,1,https://pbs.twimg.com/media/E7gv0ihVEAU-PDb.jpg,,,,,,,[],,,,
33,1420365529429147649,1420365529429147649,2021-07-28 12:48:25 UTC,2021-07-28,12:48:25,0,743728969,bemfkmunmul,BEM FKM UNMUL,,"[PREVENTIVE NEWS: HAL YANG HARUS DI PERHATIKAN SEBELUM &amp; SESUDAH VAKSINASI COVID-19]  Salam karya! Penyuntikan vaksin COVID-19 bertujuan untuk membentuk kekebalan tubuh dari potensi penularan virus. Kalau pun terpapar, maka tidak akan sakit parah atau hanya mengalami sakit ringan  https://t.co/kBHxe1Dhze",in,[],[],"['https://pbs.twimg.com/media/E7YmeKxVgAUbTqU.jpg', 'https://pbs.twimg.com/media/E7YmfnWUcAAXbo-.jpg', 'https://pbs.twimg.com/media/E7Ymgm7VEAYs4x4.jpg']",0,0,0,[],[],https://twitter.com/BEMFKMUNMUL/status/1420365529429147649,False,,1,https://pbs.twimg.com/media/E7YmeKxVgAUbTqU.jpg,,,,,,,[],,,,
34,1419872966389559297,1419872880020496387,2021-07-27 04:11:09 UTC,2021-07-27,04:11:09,0,773708935157153792,kpu_lampung,KPU PROVINSI LAMPUNG,,"Selain untuk merangsang sistem kekebalan tubuh, vaksinasi juga mengurangi resiko penularan COVID-19 dan mencapai herd immunity.  #KPUmelayani  https://t.co/yTcg5qsqEj",in,[],[],"['https://pbs.twimg.com/media/E7Rm68aUcAMIO6U.jpg', 'https://pbs.twimg.com/media/E7Rm7nDUcAIl6pc.jpg']",0,1,2,['kpumelayani'],[],https://twitter.com/kpu_lampung/status/1419872966389559297,False,,1,https://pbs.twimg.com/media/E7Rm68aUcAMIO6U.jpg,,,,,,,[],,,,
35,1418329961031630851,1418329961031630851,2021-07-22 21:59:48 UTC,2021-07-22,21:59:48,0,3002773092,antarajatimcom,Antara Jatim,,"Kelompok remaja di Situbondo, Jawa Timur, antusias mengikuti vaksinasi COVID-19 guna membentuk kekebalan tubuh sebagai upaya pemerintah untuk pencegahan penularan virus corona.   https://t.co/YWTHRjN13W",in,[],['https://jatim.antaranews.com/berita/506002/remaja-situbondo-antusias-ikuti-vaksinasi-covid-19'],[],0,0,0,[],[],https://twitter.com/antarajatimcom/status/1418329961031630851,False,,0,,,,,,,,[],,,,
36,1415896046455050242,1415879631618461697,2021-07-16 04:48:18 UTC,2021-07-16,04:48:18,0,1414580547737710593,humasjatirogo,HUMAS JATIROGO,,@humas_restuban Mari vaksin untuk membentuk kekebalan kelompok guna mencegah penularan Covid-19  #VaksinPerkuatImunitas PPKM Cegah Penyebaran,in,[],[],[],0,0,0,['vaksinperkuatimunitas'],[],https://twitter.com/HumasJatirogo/status/1415896046455050242,False,,0,,,,,,,,"[{'screen_name': 'humas_restuban', 'name': 'Humas Polres Tuban', 'id': '1249964618165805056'}]",,,,
37,1415895885356048385,1415879118189592582,2021-07-16 04:47:39 UTC,2021-07-16,04:47:39,0,1414580547737710593,humasjatirogo,HUMAS JATIROGO,,@humas_restuban Ikuti vaksinasi untuk membentuk kekebalan kelompok guna mencegah penularan Covid-19  #VaksinPerkuatImunitas PPKM Cegah Penyebaran,in,[],[],[],0,0,0,['vaksinperkuatimunitas'],[],https://twitter.com/HumasJatirogo/status/1415895885356048385,False,,0,,,,,,,,"[{'screen_name': 'humas_restuban', 'name': 'Humas Polres Tuban', 'id': '1249964618165805056'}]",,,,
38,1415629286816370693,1415629282408206336,2021-07-15 11:08:17 UTC,2021-07-15,11:08:17,0,1257184014231728128,piruhumas,Humaslapaspiru,,"sebagai upaya pencegahan dan penularan Covid-19 dengan membentuk kekebalan tubuh/menambah imun, sehingga tidak mudah terkena virus Covid-19, Kamis (15/7).",in,[],[],[],1,0,0,[],[],https://twitter.com/PiruHumas/status/1415629286816370693,False,,0,,,,,,,,[],,,,
39,1415120262534553600,1415120260563234818,2021-07-14 01:25:36 UTC,2021-07-14,01:25:36,0,3184723542,kemenbumn,Kementerian BUMN,,"Yuk, terapkan protokol kesehatan 5M untuk mencegah penularan dan penyebaran virus corona di Indonesia. Selain itu, jangan pula lupa untuk selalu meningkatkan sistem kekebalan tubuh agar terhindar dari infeksi COVID-19.   #Prokes5M #BUMNuntukIndonesia",in,[],[],[],0,0,1,"['prokes5m', 'bumnuntukindonesia']",[],https://twitter.com/KemenBUMN/status/1415120262534553600,False,,0,,,,,,,,[],,,,
40,1413070616035352581,1413070616035352581,2021-07-08 09:41:03 UTC,2021-07-08,09:41:03,0,1317384938954522625,mataborneonews,majalahmataborneonews.com,,"Koramil Mempawah Hulu Melaksanakan Pengamanan Vaksinasi:  https://t.co/tboPcrdfBy, Landak – Dalam rangka memperkuat kekebalan tubuh atau imun terhadap penularan Virus Corona COVID-19, Pemerintah Kabupaten Landak,melaksanakan Vaksinasi Covid-19 The post…  https://t.co/ChYwJTIeo0  https://t.co/EVqEwUW4Jz",in,[],"['http://Majalahmataborneonews.com', 'https://majalahmataborneonews.com/2021/07/08/koramil-mempawah-hulu-melaksanakan-pengamanan-vaksinasi/?utm_source=dlvr.it&utm_medium=twitter']",['https://pbs.twimg.com/media/E5w8PIkVgAcBJcZ.jpg'],0,0,0,[],[],https://twitter.com/mataborneonews/status/1413070616035352581,False,,1,https://pbs.twimg.com/media/E5w8PIkVgAcBJcZ.jpg,,,,,,,[],,,,
